Frequency [Hz],PSD [m/s^2]^2/Hz
89.6888676251124,5.25945729169743e-13
89.8451200077345,2.73724642845228e-12
90.0013723903567,2.30924070049881e-12
90.1576247729788,2.78761445182035e-12
90.3138771556009,2.3372202678812e-11
90.4701295382231,2.31012376446414e-11
90.6263819208452,1.61511280870703e-11
90.7826343034674,3.21181951173883e-11
90.9388866860895,6.93031397899003e-12
91.0951390687117,5.96066016647916e-12
91.2513914513338,8.54695088430766e-12
91.407643833956,6.81329085406518e-12
91.5638962165781,1.45173929736135e-11
91.7201485992003,1.07175072386782e-11
91.8764009818224,3.55010621472699e-12
92.0326533644446,1.53057806267384e-11
92.1889057470667,5.57486987669551e-11
92.3451581296888,4.51640322664542e-11
92.501410512311,1.75236577279834e-11
92.6576628949332,1.58342479625226e-12
92.8139152775553,1.12468800358482e-12
92.9701676601775,4.66528686633104e-12
93.1264200427996,6.10028605485887e-12
93.2826724254217,6.36543256273095e-12
93.4389248080439,7.28793592452533e-12
93.595177190666,1.08679776552468e-12
93.7514295732882,3.92138357612604e-11
93.9076819559103,2.48647356822231e-11
94.0639343385325,2.46180508620018e-11
94.2201867211546,8.58743498043058e-11
94.3764391037768,1.66281602225427e-11
94.5326914863989,2.40185259337794e-13
94.6889438690211,2.65586812073446e-12
94.8451962516432,2.20736968859197e-11
95.0014486342653,3.30065723488499e-11
95.1577010168875,3.74576145468501e-12
95.3139533995096,8.90751666154178e-13
95.4702057821318,1.36941400968191e-12
95.6264581647539,1.65257851037765e-13
95.7827105473761,4.30424054626021e-13
95.9389629299982,4.43810095745718e-11
96.0952153126204,2.20504784372253e-10
96.2514676952425,7.21430967526901e-11
96.4077200778647,3.56244952754041e-12
96.5639724604868,4.390107934378e-12
96.720224843109,5.09331404560047e-12
96.8764772257311,1.55730685863436e-11
97.0327296083533,8.90706850139472e-12
97.1889819909754,3.69000990962512e-12
97.3452343735975,1.11952202337282e-10
97.5014867562197,2.28756890873075e-10
97.6577391388419,5.9716793968547e-11
97.813991521464,6.11452472775323e-13
97.9702439040861,3.58633976136196e-12
98.1264962867083,5.35232252847273e-12
98.2827486693304,2.00486670709848e-12
98.4390010519526,5.89709077948905e-13
98.5952534345747,5.49673428947451e-12
98.7515058171969,2.46740434554424e-12
98.907758199819,2.4126733708874e-12
99.0640105824412,5.24445477955086e-12
99.2202629650633,1.64121583766126e-12
99.3765153476855,5.34592476865852e-15
99.5327677303076,4.26909775427772e-13
99.6890201129298,2.49388619318306e-11
99.8452724955519,7.58652448612094e-09
100.001524878174,2.46597240237381e-08
100.157777260796,5.3382020490413e-09
100.314029643418,3.66127843773853e-12
100.47028202604,9.28913779419722e-12
100.626534408663,4.77862547691579e-11
100.782786791285,6.07559796905354e-11
100.939039173907,4.64962260484598e-12
101.095291556529,2.56981550958023e-11
101.251543939151,4.11761475819837e-11
101.407796321773,6.84828678226066e-12
101.564048704396,7.26403876206244e-12
101.720301087018,5.90798335188841e-12
101.87655346964,2.39958173803349e-11
102.032805852262,2.84833044790624e-11
102.189058234884,6.00843532146221e-12
